|name              |ra        |dec      |flux_1_100_gev|flux_1_100_gev_error|detection_significance|spectrum_type   |alt_gammaray_name_1|assoc_name                  |analysis_flags|
Display all params|4FGL J0443.9+2921 |04 43 56.0|+29 21 51|    2.1757e-10|          4.7904e-11|                4.6557|PowerLaw        |                   |                            |           000|
Display all params|4FGL J2053.8+2922 |20 53 48.9|+29 22 09|    1.1479e-09|          6.5472e-11|               34.3903|LogParabola     |3FGL J2053.9+2922  |RX J2053.8+2923             |           002|
Display all params|4FGL J0138.6+2923 |01 38 39.3|+29 23 08|    1.6242e-10|          2.6878e-11|                8.1907|PowerLaw        |                   |B2 0135+291                 |           000|
Display all params|4FGL J1952.8+2924 |19 52 52.2|+29 24 02|    1.4626e-09|          1.3479e-10|               12.2117|LogParabola     |                   |SNR G065.7+01.2             |           000|
Display all params|4FGL J1438.4+2924 |14 38 27.3|+29 24 36|    6.1071e-11|          1.8399e-11|                4.8962|LogParabola     |                   |FIRST J143832.3+292210      |           000|
Display all params|4FGL J1253.8+2929 |12 53 52.3|+29 29 52|    8.1861e-11|          2.0666e-11|                4.5077|PowerLaw        |                   |FIRST J125405.0+292708      |           000|
Display all params|4FGL J1712.7+2932 |17 12 45.7|+29 32 40|    3.3657e-10|          3.5135e-11|               17.4310|LogParabola     |3FGL J1712.6+2932  |RX J1712.8+2931             |           000|
Display all params|4FGL J2115.4+2932 |21 15 29.7|+29 32 44|    3.2442e-09|          8.5574e-11|               69.0725|LogParabola     |3FGL J2115.4+2933  |B2 2113+29                  |           002|
Display all params|4FGL J1326.1+2933 |13 26 09.1|+29 33 10|    1.5928e-10|          2.8414e-11|                8.7814|PowerLaw        |3FGL J1326.1+2931  |TXS 1323+298                |           004|
Display all params|4FGL J0915.9+2933 |09 15 56.7|+29 33 11|    2.0080e-09|          6.7697e-11|               61.3200|LogParabola     |3FGL J0915.8+2933  |Ton 0396                    |           000|
Display all params|4FGL J1330.7+2933 |13 30 46.4|+29 33 13|    2.3615e-10|          3.0353e-11|               10.8260|LogParabola     |                   |FIRST J133101.8+293216      |           000|
Display all params|4FGL J0224.8+2937 |02 24 51.4|+29 37 45|    1.1534e-10|          2.6548e-11|                6.1157|PowerLaw        |                   |                            |           001|
Display all params|4FGL J1514.4+2939 |15 14 28.4|+29 39 30|    1.1324e-10|          2.6455e-11|                4.2544|LogParabola     |3FGL J1514.1+2940  |                            |           016|
Display all params|4FGL J0311.3+2940 |03 11 19.1|+29 40 34|    1.5799e-10|          3.5067e-11|                4.9087|PowerLaw        |                   |                            |           002|
Display all params|4FGL J0814.4+2941 |08 14 26.5|+29 41 09|    1.7016e-10|          3.0928e-11|                9.4572|PowerLaw        |3FGL J0814.5+2943  |RX J0814.4+2941             |           000|
Display all params|4FGL J1323.0+2941 |13 23 02.8|+29 41 14|    1.3392e-09|          5.4748e-11|               45.2201|LogParabola     |3FGL J1323.0+2942  |4C +29.48                   |           000|
Display all params|4FGL J2241.3+2943 |22 41 22.1|+29 43 16|    2.9270e-10|          3.2763e-11|               12.5472|PowerLaw        |                   |1RXS J224123.5+294244       |           000|
Display all params|4FGL J0202.4+2943 |02 02 28.9|+29 43 45|    1.3753e-10|          2.8203e-11|                6.8006|PowerLaw        |                   |                            |           000|
Display all params|4FGL J0018.4+2946 |00 18 27.6|+29 46 45|    2.5919e-10|          3.3180e-11|               15.6024|LogParabola     |3FGL J0018.4+2947  |RBS 0042                    |           000|
Display all params|4FGL J2141.4+2947 |21 41 29.4|+29 47 04|    1.2852e-10|          3.0218e-11|                5.5399|PowerLaw        |                   |87GB 213913.0+293303        |           000|
Display all params|4FGL J2201.5+2950 |22 01 35.0|+29 50 49|    1.6195e-10|          2.9198e-11|                7.0166|PowerLaw        |                   |RX J2201.3+2949             |           000|
Display all params|4FGL J1801.8+2951 |18 01 49.2|+29 51 12|    8.2563e-11|          2.4271e-11|                4.9093|PowerLaw        |                   |RX J1801.6+2950             |           000|
Display all params|4FGL J1225.9+2951 |12 25 57.6|+29 51 35|    1.3989e-09|          6.3780e-11|               38.8485|LogParabola     |3FGL J1225.9+2953  |                            |           000|
Display all params|4FGL J0815.9+2951 |08 15 54.5|+29 51 46|    1.4492e-10|          2.9555e-11|                5.8146|PowerLaw        |                   |2MASX J08153642+2950218     |           018|
Display all params|4FGL J1814.4+2953 |18 14 27.6|+29 53 39|    1.1115e-10|          3.0201e-11|                4.4994|PowerLaw        |                   |B2 1811+29                  |           000|
Display all params|4FGL J2214.6+3000 |22 14 40.7|+30 00 22|    5.9911e-09|          1.1593e-10|              104.5988|PLSuperExpCutoff|3FGL J2214.6+3000  |PSR J2214+3000              |           000|
Display all params|4FGL J1023.8+3002 |10 23 50.6|+30 02 45|    1.3397e-10|          2.5411e-11|                8.6915|PowerLaw        |3FGL J1023.7+3000  |RX J1023.6+3001             |           000|
Display all params|4FGL J1937.0+3003 |19 37 04.9|+30 03 26|    2.5998e-10|          4.6181e-11|                5.6835|PowerLaw        |                   |SNR G065.2+05.7             |           001|
Display all params|4FGL J1706.8+3004 |17 06 53.4|+30 04 02|    1.4055e-10|          2.6095e-11|                6.4309|PowerLaw        |                   |87GB 170454.3+300758        |           000|
Display all params|4FGL J0912.2+3004 |09 12 13.5|+30 04 40|    9.6772e-11|          2.3693e-11|                4.3869|PowerLaw        |                   |B2 0909+30B                 |           000|
Display all params|4FGL J1637.5+3005 |16 37 34.9|+30 05 15|    6.3633e-11|          1.8362e-11|                3.7709|PowerLaw        |                   |                            |          4096|
Display all params|4FGL J1217.9+3007 |12 17 54.3|+30 07 04|    9.2600e-09|          1.3877e-10|              150.3874|LogParabola     |3FGL J1217.8+3007  |B2 1215+30                  |           000|
Display all params|4FGL J2339.4+3008 |23 39 24.5|+30 08 27|    2.0441e-10|          3.1316e-11|                8.8511|PowerLaw        |                   |                            |           004|
Display all params|4FGL J1221.3+3010 |12 21 22.8|+30 10 04|    3.7637e-09|          9.7209e-11|               90.5841|LogParabola     |3FGL J1221.3+3010  |PG 1218+304                 |           000|
Display all params|4FGL J0356.9+3013c|03 56 54.7|+30 13 26|    2.2396e-10|          4.5809e-11|                4.9336|LogParabola     |                   |                            |           033|
Display all params|4FGL J1316.5+3013 |13 16 34.7|+30 13 34|    8.0151e-11|          1.9721e-11|                4.7551|PowerLaw        |                   |RX J1316.9+3014             |           000|
Display all params|4FGL J1135.1+3014 |11 35 09.2|+30 14 04|    2.4675e-10|          2.7483e-11|               12.4373|PowerLaw        |                   |CRATES J113514+301001       |           000|
Display all params|4FGL J1102.9+3014 |11 02 57.6|+30 14 38|    6.3948e-11|          1.7922e-11|                5.4106|PowerLaw        |                   |B2 1100+30B                 |           000|
Display all params|4FGL J1532.0+3016 |15 32 03.8|+30 16 07|    4.9326e-10|          3.4395e-11|               23.7452|PowerLaw        |3FGL J1532.0+3018  |RX J1531.9+3016             |           000|
Display all params|4FGL J0724.8+3016 |07 24 49.2|+30 16 09|    5.1364e-11|          2.2849e-11|                4.5850|PowerLaw        |                   |                            |           002|
Display all params|4FGL J0502.2+3016 |05 02 15.0|+30 16 31|    1.4375e-10|          4.3302e-11|                4.6783|PowerLaw        |                   |                            |           000|
Display all params|4FGL J1208.1+3017 |12 08 06.0|+30 17 24|    8.1730e-11|          2.2489e-11|                7.0582|LogParabola     |                   |GB6 J1208+3015              |           000|
Display all params|4FGL J1237.0+3019 |12 37 00.8|+30 19 08|    4.3014e-11|          1.7213e-11|                5.0236|PowerLaw        |                   |RX J1237.0+3020             |           000|
Display all params|4FGL J1226.5+3023 |12 26 33.6|+30 23 02|    1.0588e-10|          2.7332e-11|                4.3177|PowerLaw        |                   |                            |           016|
Display all params|4FGL J0057.7+3023 |00 57 48.0|+30 23 49|    2.8489e-10|          3.2749e-11|               11.8782|PowerLaw        |                   |NGC 315                     |           000|
Display all params|4FGL J0533.2+3024c|05 33 13.5|+30 24 57|    3.3773e-10|          6.3275e-11|                6.1741|PowerLaw        |                   |                            |           040|
Display all params|4FGL J1926.7+3027 |19 26 48.0|+30 27 56|    2.1672e-10|          4.6833e-11|                6.4156|LogParabola     |                   |SNR G065.3+05.7             |           001|
Display all params|4FGL J0449.6+3027 |04 49 40.5|+30 27 59|    1.8270e-10|          4.7922e-11|                3.3306|PowerLaw        |                   |MG2 J044950+3026            |          4104|
Display all params|4FGL J2352.9+3031 |23 52 54.0|+30 31 12|    1.0335e-10|          2.7615e-11|                4.7704|PowerLaw        |                   |MG3 J235254+3030            |           000|
Display all params|4FGL J2128.9+3032 |21 28 59.9|+30 32 41|    1.6630e-10|          3.3441e-11|                5.2525|PowerLaw        |                   |                            |           000|
Display all params|4FGL J1331.0+3032 |13 31 01.1|+30 32 45|    1.6083e-10|          2.3531e-11|                8.9721|PowerLaw        |3FGL J1330.5+3023  |3C 286                      |           000|
Display all params|4FGL J1350.8+3033 |13 50 51.6|+30 33 32|    6.7990e-10|          4.0270e-11|               29.2365|LogParabola     |3FGL J1350.8+3035  |B2 1348+30B                 |           000|
Display all params|4FGL J1129.5+3034 |11 29 31.3|+30 34 44|    1.6312e-10|          2.4353e-11|                8.6665|PowerLaw        |                   |87GB 112657.9+305242        |           000|
Display all params|4FGL J0844.5+3035 |08 44 33.9|+30 35 11|    1.0326e-10|          2.3979e-11|                4.8413|PowerLaw        |                   |                            |           000|
Display all params|4FGL J0124.0+3035 |01 24 02.5|+30 35 27|    1.3165e-10|          2.8677e-11|                7.1498|LogParabola     |                   |                            |           000|
Display all params|4FGL J0411.7+3041 |04 11 47.1|+30 41 00|    1.7300e-10|          3.9069e-11|                4.5187|PowerLaw        |                   |GB6 J0411+3040              |           000|
Display all params|4FGL J0405.9+3041c|04 05 57.6|+30 41 33|    1.4569e-10|          3.8591e-11|                3.6515|PowerLaw        |                   |                            |          4128|
Display all params|4FGL J0203.7+3042 |02 03 43.8|+30 42 50|    1.7171e-09|          6.4631e-11|               47.1223|LogParabola     |3FGL J0203.6+3043  |NVSS J020344+304238         |           000|
Display all params|4FGL J0623.2+3044 |06 23 17.5|+30 44 22|    4.4314e-10|          6.0975e-11|               14.7275|LogParabola     |3FGL J0623.3+3043  |GB6 J0623+3045              |           000|
Display all params|4FGL J0559.6+3044 |05 59 36.9|+30 44 50|    1.2059e-10|          3.4393e-11|                8.5581|LogParabola     |3FGL J0559.8+3042  |87GB 055627.1+304251        |           000|
Display all params|4FGL J0501.7+3048 |05 01 43.5|+30 48 10|    3.3229e-10|          5.5069e-11|                9.5615|PowerLaw        |3FGL J0501.8+3046  |GB6 J0501+3048              |           000|
Display all params|4FGL J2051.0+3049e|20 51 00.0|+30 49 48|    1.1861e-08|          1.9476e-10|               91.0312|LogParabola     |                   |Cygnus Loop                 |           004|
Display all params|4FGL J1602.2+3051 |16 02 14.9|+30 51 38|    2.0301e-10|          2.5857e-11|               11.2718|PowerLaw        |                   |RGB J1602+308               |           000|
Display all params|4FGL J0003.6+3059 |00 03 37.1|+30 59 23|    4.2235e-10|          4.1602e-11|               14.0150|LogParabola     |3FGL J0003.4+3100  |                            |           000|
